x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,class
-8.3752,3.2541,1.3071,1.6267,-1.8393,0.84602,0.98769,1.3446,-2.3918,0.64188,0
-6.9783,4.0602,0.64922,1.346,-1.9842,1.5396,0.9429,1.6195,-3.0443,1.0733,0
-9.6273,2.6435,1.2393,1.9398,-1.3456,0.1264,1.7222,1.2788,-2.6069,0.52022,0
-10.6094,2.8523,0.085627,2.5873,0.0049276,1.3247,2.5703,2.204,-1.5272,0.11948,0
-5.8703,4.5262,2.0913,2.4215,-2.7017,1.8405,1.1342,0.019664,-1.5784,1.1197,0
-7.5121,5.2791,0.075457,2.7999,-0.52104,3.1164,2.2908,1.0625,-1.3704,1.0409,0
-7.988,5.4997,-0.58938,2.4853,-0.44149,2.9967,2.5535,1.1536,-1.2711,0.99018,0
-7.8008,5.4193,0.50322,2.2837,-0.70765,3.3696,2.7278,0.66167,-2.1377,0.31824,0
-7.0044,4.7632,0.86462,2.136,-2.1258,1.7577,2.1233,0.32376,-2.9109,1.4255,0
-8.1157,5.3007,-0.56179,2.5662,-0.62494,2.9222,2.8184,1.0763,-2.0201,1.2117,0
-2.9458,2.1703,-0.16926,-0.36356,1.249,-0.93157,0.12223,0.66431,1.4615,-0.32589,0
-4.3532,3.1689,1.5247,0.33331,1.4861,-1.6475,0.25053,0.86544,-0.25656,0.94709,0
-6.0479,3.5382,1.7303,1.6437,0.77255,-0.73056,0.52648,-0.16615,-1.1163,1.1252,0
-4.4838,3.2969,1.2092,-1.8862,0.8788,-0.66391,1.3139,0.83625,-1.9925,-0.43291,0
-7.7771,2.0157,1.8822,0.67569,1.8695,-3.0239,1.8375,0.17095,-1.8709,-0.72453,0
-4.9679,1.8699,2.8526,-0.45601,1.9295,-1.6938,1.4373,0.31382,0.056928,0.56659,0
-5.8311,3.7555,0.79208,-0.26974,0.75877,-1.9851,-0.14428,0.89101,-1.5877,0.49406,1
-8.0352,1.8333,-1.2546,0.33844,-2.7339,0.64634,-1.0797,0.51256,0.38087,-1.3941,0
-8.207,1.3883,2.7549,1.0582,1.127,-1.8649,1.406,1.3469,-2.2195,0.8202,1
-3.2,2.1776,-1.7928,-1.0805,0.39806,0.049007,0.18794,1.0596,-0.035591,-1.482,0
-5.8517,0.94759,-1.8171,-0.59417,1.3155,1.3074,0.26554,-1.0864,2.3567,-0.50089,0
-7.8214,2.4458,1.7491,2.4681,3.4273,-0.65868,2.0442,-0.5112,-0.16305,-0.3604,0
-0.57838,0.12582,-0.90474,-0.19893,-0.14001,-0.40627,0.17886,0.021006,-0.28764,0.029445,0
-3.5927,0.79357,-1.5705,-0.59831,-0.40098,-0.90961,-0.48629,-0.99801,0.22489,-0.5295,0
-9.3844,-1.4816,-1.4173,4.1394,-3.0743,0.45959,-0.95144,-0.26979,0.38406,-0.52917,0
-7.8763,-1.5165,0.56982,3.5572,-4.3083,-0.29037,-1.2569,-0.74372,0.32875,-0.68509,0
-8.6874,-1.4077,-0.3603,3.635,-3.9338,-0.30173,-1.1086,-0.57704,-0.743,-0.32406,0
-8.2444,-1.0801,0.68457,3.6537,-4.5003,0.078321,-1.6029,-1.2457,-0.15557,-1.0273,0
-8.111,-1.0922,0.96086,3.9266,-4.0845,-0.8861,-1.2278,-0.20114,0.53604,0.24083,0
-7.6246,-1.673,0.48979,3.5632,-4.3354,-0.25823,-1.1608,-0.74847,0.27034,-0.5395,0
-7.3236,-0.9701,0.35936,2.3646,-3.6277,-0.29715,-2.2625,-2.0039,0.70026,-0.011064,0
-7.791,-1.9219,-1.4834,2.7358,-3.2893,0.054715,-1.5286,0.10478,0.36155,-0.1815,0
-7.5801,-2.2133,-0.67972,2.9458,-3.8124,-0.075337,-1.442,-0.51946,1.2676,-0.33698,0
-7.3017,-1.0568,-0.39569,2.6619,-3.4587,0.58976,-1.7788,-0.81431,1.3558,-0.224,0
-6.8718,-0.36646,0.50539,2.1642,-3.9607,0.66203,-1.8228,-1.239,-0.31538,-0.34677,0
-7.6384,-0.61289,-0.97036,2.5489,-2.7309,1.1979,-1.3061,-0.086768,0.43395,-0.17918,0
-6.7971,-0.34245,0.30386,2.328,-4.0068,0.56761,-1.8962,-1.0202,0.0062855,-0.085645,0
-8.4022,-0.31224,-0.20994,3.5006,-3.9529,-0.19273,-0.97999,-0.54022,-1.002,-0.75267,0
-6.6851,-0.14319,0.3443,2.114,-4.0904,0.57939,-2.3155,-1.1305,0.047074,-0.056111,0
-6.7537,-0.19469,0.33689,2.2418,-4.1945,0.69016,-2.3411,-1.0943,-0.01612,-0.047025,0
-6.725,-0.17335,0.33695,2.1792,-4.1474,0.64193,-2.3377,-1.1163,0.011216,-0.034948,0
-7.0375,-0.21587,0.48405,2.5708,-4.1125,0.70412,-2.3121,-1.3158,-0.12538,-0.08229,0
-7.6829,-0.75241,0.38249,3.1563,-4.3857,0.056697,-2.1684,-1.1377,0.10019,-0.1979,0
-8.0354,-1.1712,0.48827,3.5517,-4.472,-0.074385,-1.7227,-0.92558,0.13529,-0.47353,0
-8.6476,-0.92423,-0.18794,3.7673,-3.7763,1.0124,-1.5398,-1.0277,1.0481,-1.1318,0
-9.4576,-1.5615,-1.1446,3.7925,-3.8745,-0.44843,-1.3737,0.24137,-1.8567,-0.45292,0
-8.666,-1.237,-0.94076,3.1291,-3.7813,-0.2927,-2.0488,-0.67223,-1.0626,0.067801,0
-8.5186,-0.10151,-0.88091,3.8993,-3.1072,0.91699,-1.395,0.041719,-0.23081,-0.83477,0
-7.9675,0.17526,0.62073,3.9371,-4.5631,0.44948,-2.01,-1.3756,-0.96438,-1.3351,0
-6.9486,0.19911,0.43445,3.381,-3.9633,0.046246,-2.5109,-0.69174,-0.16326,0.61594,0
-7.39,-0.31408,0.36319,3.098,-4.2265,0.49207,-2.6918,-0.54538,-0.40014,-0.50009,0
-7.6502,-0.8654,0.49163,3.4204,-4.1195,-0.11787,-2.0617,-0.92655,0.2071,-0.45781,0
-7.0344,-1.9775,0.25444,2.8126,-3.8729,-0.99885,-1.8073,-0.66646,0.35278,-0.69545,0
-6.9338,-0.95491,0.40509,2.7535,-4.0104,-0.1951,-1.9003,-0.90549,0.23703,-0.33613,0
-7.8311,-0.88666,0.4358,3.495,-4.4402,-0.043931,-1.8757,-0.88271,0.02967,-0.44154,0
-6.985,-0.018563,0.11725,3.1191,-4.4587,0.44888,-2.3695,-0.95199,-0.48664,-0.13771,0
-5.8035,3.7005,1.5646,-0.28868,0.42955,-1.4063,0.1775,0.51164,-1.6293,-0.036382,1
-6.2903,4.929,-0.30346,0.82654,1.7253,0.89646,0.48196,1.5158,-1.3202,1.2434,0
-7.367,3.0839,2.2427,1.548,0.82231,0.12521,-0.83864,-0.070551,1.4094,1.341,1
-8.0521,2.1089,2.0136,1.3171,2.1358,-2.7543,2.8166,0.71332,-2.3489,0.54641,1
-2.6804,2.4848,-0.5631,-0.66946,0.18615,-0.64498,0.15332,1.388,-0.044079,-0.60633,0
-4.4033,2.0272,-1.0413,-0.87318,-1.0632,-0.68985,0.37515,0.7343,0.97206,-2.3169,0
-6.7643,1.7793,1.6509,1.4367,-0.21798,-3.0252,0.49921,1.029,-0.0093129,-0.6747,0
-6.5078,2.2522,1.442,1.1773,-0.54055,-2.6611,0.3388,1.0369,-0.070732,-0.76471,0
-7.0233,2.7723,-0.14443,0.49306,2.0073,-1.3945,0.6348,1.4395,-0.16599,-0.31704,0
-6.9245,1.1219,2.8763,1.1955,1.0128,-2.9829,1.1007,0.74496,-0.49365,0.031944,0
-7.3238,1.7681,1.7126,0.46942,1.5792,-2.8597,1.5385,0.57574,-1.5314,0.23152,0
-6.0605,2.7206,1.3273,0.78369,-0.63949,-2.3837,0.24623,1.0314,-0.23976,-0.80656,0
-7.2691,1.1732,2.2828,1.4384,1.5806,-2.1102,1.5017,0.91909,0.3636,0.011186,0
-6.7657,1.0156,1.9018,1.1087,0.26982,-2.231,-1.1687,1.8297,-0.66106,0.056776,0
-7.6215,0.69473,2.4228,1.6928,1.5674,-2.5611,1.8666,1.0189,0.37873,0.10329,0
-7.4581,0.4515,3.1263,1.7703,1.1706,-3.5624,1.7221,0.95649,-0.39345,-0.02594,0
-7.9972,3.1008,1.6325,0.80321,-1.3897,0.24168,-0.83488,0.49436,-1.4683,0.79041,0
-6.6574,2.6188,0.16088,0.22608,-0.55287,-1.6934,-0.36746,1.8989,-1.8993,-0.20792,0
-6.7973,2.4466,-0.034898,0.47499,-0.4753,-1.809,-0.41054,1.9601,-1.8653,-0.42879,0
-7.4892,3.2174,2.3057,1.0507,0.77435,-0.96426,-0.17945,-0.13761,-0.93286,1.53,0
-6.7804,3.8694,2.0726,0.80175,0.63441,-0.90721,-0.39476,0.043296,-1.1432,1.5681,0
-7.879,3.2063,1.53,0.7646,-1.2461,-0.047947,-0.85477,0.71039,-1.2746,0.62665,0
-5.5456,4.4856,1.4545,0.95384,0.27171,0.3141,0.04367,0.2282,-2.2429,1.0246,0
-5.541,4.4538,1.4547,0.95604,0.28615,0.32287,0.045703,0.22337,-2.2255,1.0742,0
-6.5719,4.5998,-0.38008,0.92869,1.5979,1.6115,0.54047,0.64759,-1.5965,1.0296,0
-8.0302,2.9436,2.588,2.4199,1.5898,0.063498,1.8335,0.15154,-0.85065,0.79895,0
-5.6791,4.5674,1.7399,0.70088,0.32773,0.4889,0.10877,-0.11042,-2.6732,0.75109,0
-6.2132,4.4886,1.4901,2.1682,0.48061,0.75417,0.34482,-0.034438,-2.904,1.6267,0
-7.3236,3.8071,1.1514,1.5988,1.3397,-0.36292,1.0007,0.36277,-2.6508,1.0301,0
-6.3856,4.6719,0.18929,0.60412,1.0403,0.17154,0.65884,-0.37953,-3.2065,1.567,0
-6.8743,3.9902,1.6406,2.0367,-0.51833,-0.24028,1.0571,0.23851,-1.4009,0.5387,0
-8.9396,1.8804,4.0665,2.7564,1.5026,-1.9279,2.0876,0.0091988,-1.2044,1.5323,0
-5.3511,0.26295,0.70171,1.0831,-0.37101,-3.684,0.1793,1.2842,0.22031,-0.2219,0
-4.9787,0.82715,0.42222,0.75796,-0.67779,-3.3022,0.018119,1.3152,0.070421,-0.29362,0
-5.3134,1.3713,-0.91236,-0.017685,1.3918,-2.6051,0.16607,1.6229,0.1301,0.00092794,0
-5.8329,0.4367,0.8713,0.032614,1.289,-3.6699,0.92411,0.82125,-1.0969,0.67274,0
-5.7556,0.39891,0.65702,-0.10084,1.2547,-3.64,1.0582,0.89911,-1.2825,0.63094,0
-4.539,1.3556,0.41735,0.46091,-0.66514,-3.0601,-0.077533,1.3631,-0.13467,-0.31315,0
-5.9381,-0.22388,1.389,0.95025,1.3866,-2.7144,1.0407,1.24,0.74581,0.54227,0
-6.3318,-0.89896,1.5144,1.4817,1.3954,-3.0921,1.4418,1.245,0.85128,0.57089,0
-7.0729,2.3097,1.3299,0.098573,-1.1313,-1.1522,-0.83947,1.2443,-0.63487,0.92197,0
-4.9985,1.3336,-0.46781,-0.22883,-0.72007,-2.751,-0.74775,2.1998,-1.3173,-0.03444,0
-5.3265,1.258,-0.49414,-0.12782,-0.63212,-3.1242,-0.79713,2.0299,-1.0488,-0.089653,0
-6.4204,2.4095,1.7027,0.43951,0.67597,-2.1717,-0.27171,0.66404,-0.41983,1.4993,0
-5.9688,3.3352,1.571,0.17865,0.60521,-2.4227,-0.49778,1.1883,-0.52648,1.322,0
-7.0346,2.806,1.2326,-0.11835,-1.0459,-1.7425,-0.86703,1.6783,-0.44706,0.66326,1
-6.3827,3.6134,0.8877,-0.44356,1.0233,-1.5279,0.18534,1.3583,-2.0254,0.4343,0
-7.2589,3.3299,1.1938,1.5819,-1.0381,-0.94366,1.4996,0.63289,-1.2539,0.37818,0
-7.1479,3.7454,1.8838,2.3167,0.66956,-0.24365,0.09028,-0.39558,-1.9507,1.2964,0
-6.2037,3.6624,0.42831,-0.31141,0.89555,-1.5609,0.52965,0.16045,-1.6577,0.84194,0
-6.3731,3.4297,1.2088,0.67737,-0.57662,-1.7926,0.99175,0.97997,-0.60555,-0.071914,0
-7.3569,1.8059,1.8505,0.87869,1.8541,-3.0838,1.8739,0.307,-2.0543,-0.55363,0
-7.2974,1.2941,2.5155,1.6683,1.7175,-2.2329,1.6773,0.64255,-0.064551,-0.69759,0
-7.5201,0.59537,3.4364,1.8636,1.3261,-3.6005,1.861,0.64062,-0.82584,-0.64362,0
-7.9442,0.12353,2.6007,2.396,1.8628,-4.4623,2.2317,0.65248,-1.1844,-0.66107,0
-8.1279,3.2954,1.9501,1.0206,-1.1045,0.16325,-0.56482,0.32585,-1.9298,0.074229,0
-8.0308,3.4185,1.8384,0.99877,-0.96051,-0.096766,-0.62456,0.43741,-1.7614,-0.03398,0
-7.9272,3.0325,2.6401,2.4073,1.7197,-0.17535,1.7955,-0.091351,-1.2412,-0.084894,0
-8.6893,3.1951,1.1121,2.7047,2.5621,-0.20875,1.727,0.11938,-1.0287,-0.59117,0
-6.7604,4.7994,1.0716,2.0663,1.5788,1.9403,0.70394,0.078985,-1.8803,0.59497,0
-6.432,4.8121,1.2898,0.68581,1.1951,0.67234,0.44766,0.37969,-3.6811,0.51345,0
-6.432,4.8121,1.2898,0.68581,1.1951,0.67234,0.44766,0.37969,-3.6811,0.51345,0
-5.6634,4.585,1.9286,0.70395,0.48945,0.29296,0.20617,-0.36095,-3.0685,-0.18029,0
-5.6634,4.585,1.9286,0.70395,0.48945,0.29296,0.20617,-0.36095,-3.0685,-0.18029,0
-6.3158,4.6066,1.8058,2.1808,0.68121,0.75233,0.32395,-0.45368,-3.2805,0.81976,0
-7.6423,4.0825,0.69801,2.0853,2.2616,0.61878,1.5383,0.40467,-1.6915,-0.27698,0
-7.2197,3.785,1.4254,1.642,1.4005,-0.5693,1.1519,0.026872,-2.9819,0.048006,0
-6.8486,4.0128,1.8221,2.0222,-0.33225,-0.45766,1.1908,-0.020131,-1.8384,-0.43284,0
-6.8486,4.0128,1.8221,2.0222,-0.33225,-0.45766,1.1908,-0.020131,-1.8384,-0.43284,0
-3.8828,4.0878,1.5482,1.4609,-0.5625,-0.32477,-1.1382,-0.33506,-0.42818,-0.017222,0
-3.7954,4.0277,1.3341,1.6021,-0.58118,-0.4098,-1.0822,0.081725,-0.28815,0.72645,0
-2.4179,3.3521,1.3797,0.63643,0.36518,-1.1415,-0.8283,0.69752,0.19037,-0.32926,0
-4.0638,4.0281,1.1367,1.0869,-0.51245,-0.31329,-1.0019,-1.1844,-0.78501,0.47525,0
-2.9699,2.5095,0.89132,-0.45558,0.33653,-1.1979,0.21427,0.50526,-0.74071,0.038078,0
-2.8468,3.9408,1.5544,0.83352,0.04112,-0.91236,-0.70201,0.80421,0.63444,1.376,0
-3.1556,3.5761,1.4558,0.24423,-0.28503,-0.81602,-0.69204,0.5356,-0.65097,-1.2475,0
-3.7418,3.3471,1.3933,-1.3651,0.41845,-0.63017,0.27483,0.78722,-1.2086,-1.1409,0
-2.1314,2.6362,0.10401,-0.33708,-0.073363,-1.2384,0.279,0.99434,0.29748,-0.37702,0
-3.4649,3.5861,-0.81694,-0.58915,-0.43223,-0.62639,0.68038,1.5601,0.87461,-0.79864,0
-2.6671,2.8812,-0.82022,-0.65073,1.3584,-0.84438,0.38834,1.2554,0.60148,-0.39731,0
-9.1591,2.9094,1.7008,2.479,2.6929,-0.35985,2.4714,-0.30327,-0.87852,-0.45235,0
-8.3538,0.86448,3.1076,1.3725,2.0279,-3.3914,2.6347,0.24944,-1.4746,-0.58252,0
-7.0653,1.394,-1.4259,-2.8045,1.5658,1.5357,-0.080708,1.1604,1.2768,-0.82191,0
-7.4773,1.0513,-2.0972,-2.4575,1.7747,1.7968,0.11237,1.6852,1.0782,-0.86641,0
-5.3354,3.1758,1.8592,2.9748,1.6006,0.18222,-0.35398,-0.17248,1.3912,-0.33569,0
-6.3626,2.4605,2.5452,2.7598,1.737,-1.6172,0.34263,-0.99686,-0.36453,0.21223,0
-1.742,2.423,0.66444,-0.032794,-0.8275,-0.82112,0.22518,0.9221,0.88455,-0.43986,0
-3.3353,2.7829,-0.46426,-0.5592,0.49928,-1.1527,0.39072,1.0455,1.7937,-0.7054,0
-2.6416,2.2956,1.0835,-0.41409,-0.56211,-1.1415,-0.015591,0.41192,1.4509,-0.48272,0
-3.5458,3.4891,-1.1828,-0.64687,0.68295,-0.57208,0.42846,1.4035,0.72863,-0.46764,0
-3.4726,2.0681,0.051806,-0.90315,0.74602,-0.97319,-0.96035,1.1172,1.3065,-0.082227,0
-3.2116,3.2261,-0.39296,-0.71794,0.3424,-0.34824,0.32085,1.1334,0.65663,-0.41295,0
-4.1967,3.7872,2.1732,0.34368,-0.55642,-0.22398,-0.59613,0.50608,-0.90791,0.46423,1
-4.2661,4.1183,1.3178,1.2166,-0.53576,0.022826,-1.0253,-1.2422,-0.85707,0.75662,0
-7.941,1.7152,-0.45709,0.31517,1.4418,0.86847,0.90653,0.21808,2.9881,0.30434,0
-4.3291,-0.93038,-1.1457,-0.0053114,-0.60349,-0.89436,-1.3101,1.0266,0.77438,-0.57405,0
-9.5779,2.3774,-2.9499,0.81095,0.62959,0.71248,0.74052,-0.076823,-2.4575,0.93324,0
-9.8912,1.6517,-1.8526,1.6015,0.35025,0.08615,0.57214,0.19464,-2.1695,0.98773,0
-7.5747,2.9635,-2.2616,0.27802,0.27231,1.2148,-0.41013,1.3637,-3.3764,0.80634,0
-5.9874,1.9157,2.871,0.20536,-0.54665,-1.2826,-1.7831,1.1857,-0.030709,0.80089,1
-5.9874,1.9157,2.871,0.20536,-0.54665,-1.2826,-1.7831,1.1857,-0.030709,0.80089,1
-1.7362,1.9415,-0.35689,-0.30846,0.9099,-0.31031,0.23328,0.94762,0.72492,-0.41098,0
-2.5448,2.2183,0.54697,-0.15021,0.4716,-0.6663,-0.15274,0.85171,2.1076,-0.15191,0
-6.667,4.831,0.14536,1.0716,1.7851,1.4571,1.0869,0.59226,-2.0191,-0.072908,0
-7.5906,1.0102,3.5239,2.3678,1.1032,-3.3101,2.0289,-0.15835,-0.64934,-0.65708,0
-7.6826,3.3464,1.764,3.5537,0.2644,-0.64623,-0.63002,-0.21684,2.619,1.6369,0
-8.8202,1.3815,2.3702,2.9017,1.63,-1.6769,1.8132,-0.2166,1.6501,0.72366,0
-8.4171,2.2403,1.5305,2.7237,1.4061,-1.6348,1.1888,-0.35934,1.3845,0.46371,0
-5.9923,3.6485,-0.25073,-0.16841,1.0022,0.70515,-0.24938,2.4478,-1.2807,0.49955,1
-3.8323,1.603,-1.0599,-0.72058,-2.4924,-0.32433,-1.9392,0.68689,-1.064,-0.67968,0
-3.4485,1.6914,0.2322,-0.12717,-2.2248,-0.54952,-0.90534,-0.36204,0.36661,-1.0635,0
-5.1483,1.8474,0.70505,-0.54806,-2.9147,0.29253,-2.3689,-0.46366,0.44386,-0.72509,0
-5.0848,0.91773,-0.56804,-0.77004,-2.3704,-0.80666,-1.8804,0.19653,-0.54934,-0.80261,0
-7.5151,-0.61341,-0.79078,3.1285,-3.1748,1.0522,-1.6168,-0.58661,1.1744,-0.78054,0
-1.8248,0.70472,-0.25065,-0.3696,-1.6966,-0.4346,-0.2315,0.010518,-0.011879,-0.68758,0
-3.9883,1.6079,0.13049,-0.74502,-2.4846,-0.41018,-1.5589,-0.039749,0.16843,-1.1856,0
-2.7281,1.6542,-0.029278,-0.71664,-2.3875,-0.012612,-0.9538,0.54453,-0.20267,-1.1107,0
-4.3353,1.1247,0.18767,-0.44871,-2.514,-0.37839,-1.9086,-0.53024,0.35885,-0.75836,0
-4.6136,2.5022,0.64553,-0.41583,-2.4891,-0.62324,-1.9199,0.39999,0.32378,-0.1333,0
-2.5008,1.0309,-0.16597,-0.3418,-1.9617,-0.56851,-0.38101,-0.20087,-0.021859,-1.1398,0
-4.4458,0.63895,-0.38111,-0.13265,-3.1432,-0.40846,-1.3984,-0.21844,-0.099351,-1.1245,0
-3.137,1.064,-1.533,-0.35477,-1.1029,-0.050664,0.010187,0.67855,0.42274,-0.82557,0
-5.2488,0.48703,-2.0535,-0.051259,-2.0494,0.29437,-0.75428,0.92163,0.41333,-0.56001,0
-4.3951,2.3253,-1.4829,-0.84397,-1.5645,1.2416,-0.66828,1.1546,0.20047,-0.87638,0
-6.4794,2.781,-0.96292,-0.043352,-1.2311,1.2105,-1.409,0.88626,0.64314,0.57642,0
-3.6736,1.3865,-0.91503,-0.56793,-2.2529,-0.049538,-1.7595,0.71222,-1.1491,-0.83803,0
-3.2516,1.5214,0.38092,0.022882,-1.9357,-0.32283,-0.6965,-0.30819,0.2592,-1.1197,0
-5.3473,0.86889,0.20852,0.13531,-3.4341,0.15879,-1.9839,-0.11716,0.20859,-0.80495,0
-5.1028,0.86144,-1.2012,-0.29565,-2.8532,-0.049296,-1.8269,0.94283,-1.0394,-0.55819,0
-6.77,1.5562,0.85972,0.71401,-3.3588,0.77817,-2.2255,-0.79296,0.36759,-0.75075,0
-5.9485,3.038,1.1234,-0.032899,-2.9567,-0.025885,-2.2237,-0.21256,0.023139,-0.68633,0
-2.9162,0.95518,-1.1808,-0.88976,-2.1717,-0.58755,-1.4474,0.77176,-1.0401,-0.68327,0
-5.6277,1.1745,-0.48575,-0.22183,-2.6666,0.67097,-2.3424,-0.3971,1.4188,-0.70356,0
-2.5429,1.1049,-0.090965,-0.39384,-1.8765,-0.65367,-0.51636,-0.142,0.12312,-1.003,0
-4.2378,1.5829,0.27395,-0.87012,-2.5972,-0.32129,-1.7404,-0.097632,0.26274,-1.1077,0
-3.9845,0.45572,-0.90708,-1.0689,-2.0964,-1.1642,-1.3507,0.287,-0.61578,-0.9138,0
-4.2404,0.69502,-0.31382,-0.375,-3.0224,-0.47099,-1.6986,-0.025482,0.043443,-0.78832,0
-2.9452,1.7172,0.078829,-0.82062,-2.5614,0.14852,-1.1432,0.48545,-0.15375,-1.0395,0
-4.5852,1.1485,0.31673,-0.46883,-2.574,-0.29242,-1.9981,-0.67323,0.32747,-0.71438,0
-4.7892,2.5185,0.75193,-0.40196,-2.4657,-0.58051,-2.0489,0.2534,0.39117,0.062791,0
-5.3366,-2.5287,0.33716,-1.5749,0.48832,-1.056,-1.0619,0.59501,-0.86459,0.3358,0
-5.0801,-0.90017,-0.43717,-3.1541,0.29522,-1.6301,-1.3214,1.3041,-1.6855,-0.68659,0
-4.4277,-1.168,0.12425,-2.322,0.15705,-1.8691,-1.2385,1.3537,-1.0172,0.45903,0
-6.2436,-4.6547,1.3202,-1.0756,0.67421,-0.44353,0.054652,1.0048,-1.2699,0.66999,0
-5.4131,-1.6358,-0.68564,-2.5273,0.78896,-1.7097,-1.3238,-0.13514,-1.2095,-0.095668,0
-5.321,-1.5593,-0.38209,-2.1505,0.76514,-0.65102,-1.2088,0.56704,0.21912,-0.50047,0
-6.8437,-1.9553,-2.4638,-2.7493,1.9379,-0.17138,-0.45852,2.497,-0.43794,-0.22194,0
-4.7637,-1.702,-0.61751,-2.7776,0.44653,-1.0214,-0.81414,2.088,-2.0078,-0.45309,0
-6.7102,-1.0155,0.62233,-3.2111,0.21493,-1.0468,-2.097,1.2113,-1.1484,-0.65597,0
-7.2474,-2.1539,-0.15758,-2.6465,0.91089,0.14176,-1.7737,1.0276,0.17763,0.0063153,0
-5.76,-1.2193,2.4437,-2.0106,-0.49819,0.49831,-1.6382,-0.11238,0.02693,-0.090303,0
-4.8612,0.76584,0.76173,-3.0592,0.29333,-0.43387,-1.1993,0.99052,-0.98607,-1.2429,0
-4.4983,0.57316,2.0735,-2.2944,-0.2193,-0.39921,-1.4025,1.1881,0.052635,-0.22203,0
-6.3032,-3.1152,3.24,-1.1787,-0.31005,0.75603,-0.60894,-0.090632,-0.37868,0.16082,0
-5.8859,0.012829,0.85052,-2.9803,0.46117,-0.49985,-1.377,-0.72734,-0.93867,-0.7541,0
-5.3062,0.11434,1.3846,-2.3615,0.071858,1.1455,-1.3956,0.36495,1.2066,-1.0416,0
-7.347,0.13372,-0.93239,-2.8677,2.0687,2.1643,-0.28194,1.9767,0.48566,-0.70686,0
-5.3006,0.19955,0.66167,-2.72,0.22114,0.64772,-1.2569,1.6393,-1.4104,-0.68627,0
-8.5516,3.6692,2.0982,3.787,1.393,-0.14659,0.47361,-1.3224,0.084855,0.31581,0
-7.8309,2.5937,0.57193,1.7393,-2.8649,0.086421,0.13663,1.2883,-2.4382,-0.68455,0
-8.5026,1.9331,0.82805,2.3254,-2.6644,-0.33705,0.35362,1.1968,-2.2662,-0.42483,0
-8.5375,1.8864,0.90278,2.2775,-2.3778,-0.44589,0.13615,1.2418,-2.3042,-0.24759,0
-6.8093,3.162,-0.51704,0.65123,-1.8248,0.34485,-0.50716,2.0757,-3.8144,-0.043298,0
-5.5595,4.516,1.66,0.99589,0.4573,0.072263,0.13351,0.15914,-2.5805,0.24543,0
-10.1771,1.5402,-2.4223,1.7139,0.87446,0.49919,0.9335,-0.11055,-2.1111,1.0911,0
-5.7959,0.028309,2.506,-2.751,-0.61426,0.69007,-2.0323,0.68812,-0.25151,-0.90055,0
-6.8428,-0.81418,1.719,-2.5418,-0.27775,1.6766,-2.0673,0.6006,1.211,-0.48644,0
-6.7964,-2.1753,1.6277,-1.4062,0.30435,0.87794,-1.0936,0.97543,-1.2297,0.14755,0
-6.251,0.37038,0.27247,-3.1492,0.578,0.38379,-1.2241,1.7613,-2.0713,-0.80126,0
-5.7441,0.042956,1.3037,-2.3929,0.40643,-0.04488,-0.91988,2.0722,-1.1444,0.054783,0
-7.3477,-3.8942,2.614,-0.65307,0.50519,0.99194,0.039954,0.93597,-1.5985,0.28932,0
-7.0158,-0.71063,0.47989,-2.7045,0.8278,0.49579,-1.0338,0.18511,-2.0345,-0.43479,0
-6.73,-0.45431,0.62537,-2.2985,0.7025,1.9007,-1.0182,1.3051,-0.10185,-0.63416,0
-7.8114,-0.57808,-1.4503,-2.3837,2.2667,2.1656,-0.056207,2.5688,-0.23942,-0.85011,0
-5.0369,-0.39616,0.25332,-2.3803,0.33539,0.43881,-1.0579,2.1161,-1.7115,-0.69299,0
-7.4251,-0.49449,1.7386,-2.5848,0.13041,1.6571,-1.5805,1.5615,-1.7764,-0.46172,0
-8.3531,-1.6519,0.82856,-2.0229,0.55598,2.4968,-1.6027,1.6005,-0.28883,-0.12375,0
-6.3008,-0.83544,2.7845,-2.1759,-0.57152,0.76876,-1.7475,-0.46182,-0.2684,-0.61858,0
-5.1657,1.0519,0.93934,-3.2665,0.3663,-0.43499,-1.2439,0.83657,-1.2527,-1.9424,0
-4.7404,0.82238,2.3454,-2.4291,-0.17909,-0.3383,-1.5012,1.066,-0.1007,-0.76618,0
-6.785,-2.8975,3.4788,-1.1368,-0.39245,1.0241,-0.79274,-0.47115,-0.74243,-0.31616,0
-6.532,0.48397,0.96734,-3.2692,0.41589,-0.3964,-1.5138,-1.0505,-1.3102,-1.2203,0
-6.001,0.55218,1.6596,-2.5888,0.0071161,1.3361,-1.5219,0.1762,1.0774,-1.6184,0
-7.6417,0.33021,-0.72728,-2.9318,2.1969,2.4322,-0.25113,1.7517,0.29497,-1.3684,0
-5.8246,0.55748,0.90759,-2.8642,0.22616,0.86557,-1.2121,1.5297,-1.7866,-1.2868,0
-6.1402,0.32044,2.8595,-2.9402,-0.61735,0.91075,-2.1807,0.34117,-0.43872,-1.5151,0
-7.4359,-0.36079,2.0459,-2.7239,-0.31591,2.0093,-2.1621,0.26175,0.97962,-1.1555,0
-6.9851,-1.7507,1.0436,-1.3572,1.333,1.9424,-0.73846,1.0916,0.3455,0.061045,0
-6.4846,1.0145,-0.47187,-3.2738,1.5876,1.1947,-0.50001,1.901,-0.40539,-1.2579,0
-5.9057,0.51966,0.73955,-2.3978,1.3349,0.89888,-0.45764,2.2158,0.4,-0.29379,0
